age,job,marital,education,has_credit,avg_year_balance,house_loan,loan,contact_type,day,month,last_contact_in_sec,num_compaign_contact,num_days_last_contact,num_prev_contact,prev_compaign_outcome,y
41,blue-collar,married,primary,0,389,yes,no,unknown,16,jun,127,2,-1,0,unknown,no
50,management,single,primary,0,766,no,no,unknown,17,jun,174,2,-1,0,unknown,no
31,admin.,married,secondary,0,0,yes,no,cellular,29,jul,82,5,-1,0,unknown,no
30,technician,single,secondary,0,3107,yes,no,unknown,3,jun,1516,2,-1,0,unknown,no
59,admin.,divorced,secondary,0,174,yes,no,unknown,16,may,204,1,-1,0,unknown,no
33,technician,divorced,secondary,1,-305,no,yes,unknown,9,may,109,1,-1,0,unknown,no
35,self-employed,married,secondary,0,670,no,no,cellular,9,jul,378,1,-1,0,unknown,no
30,management,single,tertiary,0,6164,yes,no,unknown,27,may,152,11,-1,0,unknown,no
71,retired,married,secondary,0,2850,no,no,cellular,17,feb,185,1,-1,0,unknown,yes
30,services,single,primary,0,79,yes,no,cellular,15,may,317,1,-1,0,unknown,no
24,services,married,secondary,1,110,yes,no,unknown,23,may,27,1,-1,0,unknown,no
34,technician,single,secondary,0,5039,no,no,cellular,20,nov,205,6,-1,0,unknown,no
34,blue-collar,married,secondary,0,360,yes,no,telephone,19,nov,46,1,182,2,failure,no
52,admin.,married,secondary,0,199,no,no,cellular,28,jan,978,2,189,1,other,no
33,self-employed,single,secondary,0,238,yes,yes,cellular,5,feb,45,5,-1,0,unknown,no
38,blue-collar,married,secondary,0,5092,yes,no,unknown,17,jun,145,6,-1,0,unknown,no
41,admin.,divorced,secondary,0,1088,yes,no,cellular,28,jan,138,1,-1,0,unknown,no
42,management,divorced,tertiary,0,221,yes,no,unknown,7,may,720,2,-1,0,unknown,no
38,blue-collar,divorced,secondary,0,889,no,yes,unknown,18,jun,362,1,-1,0,unknown,no
48,blue-collar,married,primary,0,750,yes,no,cellular,18,may,90,6,-1,0,unknown,no
34,technician,single,secondary,0,0,yes,yes,unknown,16,may,214,1,-1,0,unknown,no
46,blue-collar,married,primary,0,1291,yes,no,cellular,14,may,142,3,259,17,failure,no
33,technician,married,secondary,0,1844,yes,no,unknown,29,may,241,3,-1,0,unknown,no
40,management,married,tertiary,0,89,yes,yes,telephone,9,feb,148,6,-1,0,unknown,no
36,admin.,married,secondary,0,4280,no,no,unknown,19,jun,227,6,-1,0,unknown,no
32,technician,single,secondary,0,0,no,no,cellular,21,aug,126,2,-1,0,unknown,no
33,blue-collar,married,secondary,0,625,yes,no,unknown,28,may,410,1,-1,0,unknown,no
55,technician,married,unknown,0,574,yes,no,cellular,29,jan,243,2,-1,0,unknown,no
58,management,married,primary,0,320,yes,no,unknown,30,may,171,2,-1,0,unknown,no
25,technician,single,tertiary,0,468,yes,no,unknown,15,may,147,1,-1,0,unknown,no
47,services,married,secondary,0,440,yes,no,unknown,12,jun,91,1,-1,0,unknown,no
40,unemployed,married,secondary,0,0,yes,no,cellular,19,nov,332,1,183,1,failure,no
59,retired,married,secondary,0,5706,yes,no,cellular,25,jul,471,2,-1,0,unknown,no
40,management,married,tertiary,0,7780,no,no,telephone,4,may,364,1,355,1,other,no
30,management,married,secondary,0,-559,yes,yes,cellular,7,may,98,1,167,2,failure,no
25,entrepreneur,single,tertiary,0,16874,yes,yes,cellular,15,may,117,2,-1,0,unknown,no
58,retired,married,primary,0,1987,no,no,telephone,14,jul,185,4,-1,0,unknown,no
39,entrepreneur,married,unknown,0,98,yes,no,telephone,15,may,59,3,367,1,other,no
40,self-employed,married,tertiary,0,642,no,no,cellular,18,nov,147,3,-1,0,unknown,no
38,blue-collar,married,secondary,0,526,yes,yes,unknown,23,may,553,2,-1,0,unknown,no
66,management,single,tertiary,0,6483,no,no,cellular,13,aug,275,1,-1,0,unknown,no
47,management,married,tertiary,0,2306,no,no,telephone,6,aug,239,4,-1,0,unknown,yes
37,blue-collar,married,secondary,0,954,yes,no,unknown,2,jun,402,9,-1,0,unknown,no
36,management,single,tertiary,0,-679,yes,yes,cellular,7,may,172,1,93,1,failure,no
50,blue-collar,married,primary,0,-1,no,no,cellular,19,aug,195,2,-1,0,unknown,no
76,retired,married,primary,0,2590,no,no,telephone,9,feb,68,12,-1,0,unknown,no
58,management,single,tertiary,0,331,no,yes,cellular,28,jul,82,3,-1,0,unknown,no
42,admin.,married,secondary,0,4209,yes,no,unknown,5,jun,57,6,-1,0,unknown,no
58,services,divorced,secondary,0,462,no,no,cellular,13,nov,495,1,93,1,success,yes
28,self-employed,single,tertiary,0,0,yes,no,cellular,21,jul,479,1,-1,0,unknown,no
41,technician,married,secondary,0,0,no,no,cellular,29,aug,141,2,-1,0,unknown,no
30,management,married,tertiary,0,151,no,no,cellular,19,aug,82,4,-1,0,unknown,no
32,management,divorced,tertiary,0,883,yes,no,cellular,10,dec,798,1,185,5,other,yes
27,services,single,secondary,0,266,no,yes,cellular,7,jul,232,1,-1,0,unknown,no
48,management,married,tertiary,0,0,no,no,cellular,26,aug,60,5,-1,0,unknown,no
36,technician,married,tertiary,0,491,yes,no,unknown,8,may,103,3,-1,0,unknown,no
54,management,married,tertiary,0,3,no,yes,cellular,8,jul,443,1,-1,0,unknown,no
36,blue-collar,married,secondary,0,198,yes,no,unknown,9,may,400,2,-1,0,unknown,no
52,housemaid,married,secondary,0,14363,no,no,unknown,5,jun,132,1,-1,0,unknown,no
34,technician,divorced,secondary,0,0,yes,yes,cellular,18,aug,374,16,-1,0,unknown,no
43,technician,married,secondary,0,136,no,no,cellular,25,aug,363,7,-1,0,unknown,yes
32,management,single,tertiary,0,28,no,no,cellular,8,aug,111,2,-1,0,unknown,no
33,management,single,tertiary,0,335,no,no,cellular,29,aug,130,4,-1,0,unknown,no
51,housemaid,married,unknown,0,174,no,no,telephone,29,jul,308,3,-1,0,unknown,no
39,unemployed,married,secondary,0,270,yes,no,unknown,3,jun,116,1,-1,0,unknown,no
44,management,single,tertiary,0,1206,no,no,cellular,9,jul,160,2,-1,0,unknown,no
49,housemaid,divorced,primary,0,198,yes,no,unknown,13,may,205,3,-1,0,unknown,no
25,technician,married,tertiary,0,914,yes,no,cellular,12,may,185,2,-1,0,unknown,no
39,self-employed,married,secondary,0,31,yes,no,cellular,20,nov,61,2,181,4,failure,no
54,technician,married,secondary,0,0,no,no,telephone,14,aug,159,2,106,6,success,no
32,management,single,tertiary,0,347,yes,no,cellular,18,may,213,1,264,6,failure,no
36,management,married,tertiary,0,860,yes,no,unknown,20,may,294,15,-1,0,unknown,no
54,technician,married,secondary,0,89,yes,no,cellular,10,jul,140,3,-1,0,unknown,no
31,technician,married,secondary,0,0,yes,yes,cellular,28,jan,71,1,223,9,other,no
45,services,married,secondary,0,0,no,yes,cellular,8,jul,47,7,-1,0,unknown,no
31,admin.,single,secondary,0,68,yes,no,cellular,16,apr,570,2,-1,0,unknown,no
45,technician,married,secondary,0,-149,yes,no,cellular,14,jul,287,2,-1,0,unknown,no
33,services,divorced,secondary,0,2411,yes,no,cellular,23,oct,130,1,161,1,failure,yes
46,management,divorced,tertiary,0,225,yes,no,cellular,14,may,201,1,345,1,other,no
43,unknown,single,tertiary,0,2731,no,no,cellular,21,nov,11,7,-1,0,unknown,no
50,management,married,tertiary,0,112,yes,no,cellular,4,nov,70,5,85,5,other,no
44,management,divorced,tertiary,0,0,no,no,cellular,22,aug,54,2,-1,0,unknown,no
42,services,married,secondary,0,3620,yes,no,unknown,27,may,22,16,-1,0,unknown,no
26,blue-collar,single,secondary,0,179,no,no,cellular,30,jul,103,3,-1,0,unknown,no
47,admin.,single,secondary,0,1544,yes,no,cellular,6,apr,104,1,312,1,failure,no
48,blue-collar,married,primary,0,199,no,no,telephone,18,aug,29,2,-1,0,unknown,no
60,blue-collar,married,unknown,0,231,yes,no,unknown,12,may,57,2,-1,0,unknown,no
27,admin.,divorced,secondary,0,76,yes,no,unknown,4,jun,236,1,-1,0,unknown,no
30,unemployed,single,tertiary,0,302,no,no,cellular,11,feb,528,3,-1,0,unknown,yes
28,admin.,single,secondary,0,189,yes,no,cellular,31,jul,68,2,-1,0,unknown,no
58,retired,married,primary,0,565,no,no,telephone,7,jul,876,1,-1,0,unknown,yes
37,entrepreneur,married,tertiary,0,310,no,no,cellular,1,sep,76,1,-1,0,unknown,no
36,services,married,secondary,0,1746,yes,no,unknown,26,may,99,1,-1,0,unknown,no
39,technician,married,secondary,0,6,yes,no,cellular,18,may,122,3,357,4,failure,no
52,unemployed,married,primary,0,-110,no,yes,cellular,29,jan,141,1,-1,0,unknown,no
55,retired,married,secondary,0,2749,yes,yes,unknown,29,may,58,2,-1,0,unknown,no
30,management,single,tertiary,0,6495,no,no,cellular,30,mar,78,3,-1,0,unknown,no
36,blue-collar,single,secondary,0,35,yes,no,unknown,3,jun,435,3,-1,0,unknown,no
39,admin.,married,secondary,0,-650,no,no,cellular,15,may,123,2,364,1,failure,no
47,blue-collar,married,primary,0,292,no,yes,telephone,28,jul,210,3,-1,0,unknown,no
42,housemaid,single,primary,0,5774,yes,no,unknown,15,may,54,2,-1,0,unknown,no
42,management,married,secondary,0,2416,yes,no,unknown,20,may,138,4,-1,0,unknown,no
58,retired,married,secondary,0,35,no,no,cellular,29,jul,336,7,-1,0,unknown,no
68,retired,married,secondary,0,19317,yes,no,cellular,4,aug,249,1,-1,0,unknown,yes
43,technician,married,secondary,0,50,no,no,unknown,28,may,63,1,-1,0,unknown,no
44,blue-collar,married,secondary,0,-674,yes,no,unknown,5,may,257,1,-1,0,unknown,no
49,technician,married,tertiary,0,3726,no,no,cellular,5,aug,875,2,-1,0,unknown,yes
57,retired,married,tertiary,0,1180,yes,yes,unknown,14,may,191,2,-1,0,unknown,no
61,self-employed,divorced,tertiary,0,6610,no,no,cellular,24,feb,481,2,-1,0,unknown,yes
36,admin.,single,secondary,0,319,yes,no,cellular,18,may,120,2,-1,0,unknown,no
31,blue-collar,married,secondary,0,1545,yes,yes,cellular,13,may,207,1,-1,0,unknown,no
51,technician,married,tertiary,0,1315,no,no,telephone,5,jun,303,2,-1,0,unknown,no
31,technician,single,tertiary,0,424,no,no,cellular,21,aug,93,2,-1,0,unknown,no
56,blue-collar,married,primary,0,151,no,no,cellular,3,feb,128,1,-1,0,unknown,no
30,technician,single,tertiary,0,-970,no,yes,cellular,21,aug,194,2,-1,0,unknown,no
38,services,married,secondary,0,-762,yes,yes,unknown,30,may,408,2,-1,0,unknown,no
35,services,married,secondary,0,181,yes,no,cellular,31,jul,5,3,-1,0,unknown,no
31,blue-collar,married,unknown,0,-120,yes,no,cellular,17,jul,231,2,-1,0,unknown,no
39,admin.,divorced,secondary,0,1022,yes,no,unknown,20,jun,20,3,-1,0,unknown,no
50,management,married,tertiary,0,78,yes,no,cellular,14,jan,218,3,161,9,other,no
39,technician,married,tertiary,0,209,no,no,unknown,23,jul,36,2,-1,0,unknown,no
26,admin.,married,secondary,0,2469,no,no,cellular,16,jul,136,8,-1,0,unknown,no
55,technician,married,secondary,0,0,no,no,cellular,19,nov,336,1,-1,0,unknown,no
43,blue-collar,divorced,primary,0,328,no,yes,cellular,8,jul,192,1,-1,0,unknown,no
34,housemaid,married,tertiary,0,0,no,no,cellular,26,may,141,1,188,1,failure,no
51,self-employed,married,primary,0,307,yes,yes,unknown,17,jun,65,2,-1,0,unknown,no
31,management,married,tertiary,0,1384,yes,no,cellular,30,jan,203,2,2,3,other,no
32,management,married,tertiary,0,0,no,no,cellular,26,aug,104,9,-1,0,unknown,no
53,technician,married,secondary,0,719,yes,no,unknown,14,may,230,1,-1,0,unknown,no
44,management,divorced,tertiary,0,0,no,no,cellular,10,aug,71,1,-1,0,unknown,no
38,entrepreneur,married,tertiary,0,6704,yes,no,unknown,21,may,205,2,-1,0,unknown,no
47,self-employed,married,tertiary,0,4543,yes,no,unknown,14,may,162,1,-1,0,unknown,no
36,management,married,tertiary,0,0,yes,no,unknown,27,may,145,2,-1,0,unknown,no
30,management,single,tertiary,0,149,yes,no,unknown,3,jun,220,2,-1,0,unknown,no
46,blue-collar,married,secondary,0,-1400,yes,no,telephone,6,may,309,3,355,4,failure,no
33,entrepreneur,married,secondary,0,-118,yes,yes,unknown,27,may,421,3,-1,0,unknown,no
43,blue-collar,married,secondary,0,2160,no,no,cellular,8,sep,261,1,98,1,success,yes
38,management,married,tertiary,0,3452,no,no,cellular,13,aug,132,2,-1,0,unknown,no
27,technician,single,secondary,0,842,no,no,cellular,30,jul,273,1,91,1,other,no
38,management,married,unknown,0,3576,no,no,cellular,25,nov,349,2,183,1,success,yes
41,unemployed,married,tertiary,0,1666,no,no,unknown,9,jun,291,3,-1,0,unknown,no
29,technician,married,secondary,0,0,yes,no,cellular,28,jul,83,6,-1,0,unknown,no
39,services,married,secondary,0,0,yes,no,unknown,20,may,793,2,-1,0,unknown,no
42,blue-collar,single,primary,0,1628,yes,no,cellular,5,feb,119,1,195,8,success,no
47,services,married,secondary,0,51,yes,yes,unknown,16,may,312,1,-1,0,unknown,no
30,blue-collar,single,secondary,1,447,no,no,unknown,14,may,103,6,-1,0,unknown,no
34,admin.,married,secondary,0,396,yes,no,cellular,16,jul,101,3,-1,0,unknown,no
45,housemaid,married,primary,0,4994,no,no,unknown,20,jun,48,1,-1,0,unknown,no
43,admin.,married,secondary,0,3215,yes,no,cellular,21,jul,228,3,-1,0,unknown,no
59,blue-collar,married,primary,0,2814,no,no,unknown,20,jun,81,3,-1,0,unknown,no
50,technician,married,secondary,0,0,no,no,cellular,7,jul,152,2,-1,0,unknown,no
39,blue-collar,married,secondary,0,293,yes,no,unknown,23,may,160,3,-1,0,unknown,no
36,technician,married,secondary,0,474,yes,no,unknown,27,may,59,1,-1,0,unknown,no
44,blue-collar,married,secondary,0,16178,yes,no,cellular,21,nov,297,1,-1,0,unknown,no
36,technician,married,tertiary,0,0,no,no,cellular,22,aug,147,2,-1,0,unknown,no
27,management,single,tertiary,0,88,no,no,cellular,4,may,143,1,-1,0,unknown,no
29,services,married,secondary,0,308,yes,no,unknown,28,may,75,1,-1,0,unknown,no
70,retired,married,secondary,0,1164,no,no,telephone,14,may,338,3,185,2,failure,no
44,management,married,tertiary,0,13893,no,no,unknown,11,jun,29,2,-1,0,unknown,no
55,management,married,tertiary,0,0,yes,no,unknown,14,may,159,2,-1,0,unknown,no
36,technician,divorced,secondary,0,-435,yes,no,unknown,2,jun,85,8,-1,0,unknown,no
28,technician,single,secondary,0,389,yes,no,cellular,11,may,15,7,-1,0,unknown,no
50,management,divorced,tertiary,0,356,no,no,cellular,8,may,198,2,358,5,other,no
49,technician,married,secondary,0,2718,no,no,unknown,19,may,114,2,-1,0,unknown,no
71,retired,divorced,tertiary,0,261,no,no,cellular,12,aug,1117,2,-1,0,unknown,no
31,admin.,single,secondary,0,757,no,no,cellular,3,feb,343,2,-1,0,unknown,no
45,management,single,tertiary,0,16,no,no,cellular,31,jul,59,2,-1,0,unknown,no
42,blue-collar,married,secondary,0,-422,no,no,cellular,9,jul,31,1,-1,0,unknown,no
45,admin.,married,secondary,0,248,no,no,cellular,16,jul,212,2,-1,0,unknown,no
47,technician,married,primary,0,145,yes,no,unknown,7,may,157,6,-1,0,unknown,no
60,retired,divorced,secondary,0,598,no,yes,cellular,8,jul,96,1,-1,0,unknown,no
35,management,married,tertiary,0,949,yes,no,unknown,27,may,245,2,-1,0,unknown,no
31,technician,single,tertiary,0,614,no,no,cellular,11,aug,72,4,-1,0,unknown,no
33,blue-collar,married,primary,0,1209,yes,no,cellular,16,apr,700,1,-1,0,unknown,no
50,self-employed,married,tertiary,0,202,yes,no,cellular,15,apr,107,1,148,4,failure,no
51,blue-collar,married,secondary,0,1840,yes,no,cellular,18,aug,312,3,-1,0,unknown,no
34,technician,married,secondary,0,114,yes,yes,cellular,4,jun,153,1,309,3,other,no
56,services,married,secondary,0,-229,no,yes,cellular,23,jul,55,10,-1,0,unknown,no
29,services,married,secondary,0,182,yes,no,telephone,13,may,38,3,-1,0,unknown,no
31,blue-collar,married,secondary,0,401,no,no,cellular,14,aug,96,3,-1,0,unknown,no
44,technician,divorced,unknown,0,759,yes,no,unknown,23,may,397,1,-1,0,unknown,no
55,retired,married,secondary,0,4194,no,yes,telephone,30,jul,208,3,-1,0,unknown,no
35,student,single,unknown,0,0,no,no,telephone,28,jan,122,3,-1,0,unknown,no
36,technician,married,tertiary,0,629,yes,yes,cellular,29,dec,109,1,246,1,failure,no
54,retired,married,secondary,0,153,yes,yes,unknown,26,may,74,1,-1,0,unknown,no
32,management,married,tertiary,0,553,yes,no,cellular,22,jul,72,1,-1,0,unknown,no
36,management,divorced,tertiary,0,1057,no,no,cellular,5,feb,383,2,-1,0,unknown,no
60,retired,married,secondary,0,78,yes,no,unknown,12,may,113,3,-1,0,unknown,no
32,technician,single,secondary,0,-28,no,yes,unknown,4,jul,400,1,-1,0,unknown,no
57,management,married,tertiary,0,929,no,no,cellular,19,aug,387,8,-1,0,unknown,no
34,blue-collar,married,primary,0,428,yes,no,cellular,18,may,59,2,-1,0,unknown,no
27,student,single,secondary,0,268,yes,no,cellular,13,may,528,1,358,2,failure,no
52,management,single,tertiary,0,83,no,no,cellular,26,aug,1223,6,-1,0,unknown,yes
45,admin.,divorced,unknown,0,998,yes,no,telephone,30,jul,38,2,-1,0,unknown,no
58,admin.,single,secondary,0,2223,no,no,cellular,4,dec,1139,2,114,1,success,no
39,blue-collar,single,primary,0,6,yes,no,cellular,19,nov,286,2,-1,0,unknown,no
48,blue-collar,single,secondary,0,312,yes,yes,cellular,3,feb,369,2,-1,0,unknown,no
36,management,single,secondary,0,0,no,no,cellular,13,aug,333,5,-1,0,unknown,no
31,technician,single,secondary,0,691,yes,no,cellular,8,may,198,1,-1,0,unknown,no
41,management,married,tertiary,0,771,yes,no,cellular,26,aug,106,8,-1,0,unknown,no
30,self-employed,single,secondary,0,192,no,no,cellular,22,jul,423,1,-1,0,unknown,no
57,retired,married,tertiary,0,0,no,no,cellular,12,aug,116,4,-1,0,unknown,no
29,admin.,single,secondary,0,1070,yes,no,unknown,19,may,30,1,357,1,other,yes
29,services,divorced,secondary,0,84,yes,no,cellular,13,apr,1101,2,-1,0,unknown,yes
30,management,single,tertiary,0,2,no,no,cellular,16,jun,102,1,85,1,failure,no
44,management,married,tertiary,0,1242,yes,no,cellular,6,aug,384,6,-1,0,unknown,no
33,student,single,unknown,0,5969,no,no,cellular,4,sep,156,2,127,8,failure,no
56,admin.,divorced,secondary,0,3337,yes,no,telephone,17,nov,99,3,-1,0,unknown,no
26,services,single,secondary,0,1347,no,no,telephone,18,jun,280,6,92,5,other,yes
52,technician,married,secondary,0,64,no,no,telephone,29,aug,20,2,-1,0,unknown,no
32,management,single,secondary,0,249,yes,no,unknown,2,jun,258,1,-1,0,unknown,no
36,technician,single,secondary,0,0,no,no,cellular,29,aug,85,6,-1,0,unknown,no
26,blue-collar,married,secondary,0,128,no,no,unknown,4,jul,355,1,-1,0,unknown,no
37,blue-collar,married,secondary,0,196,yes,no,unknown,5,jun,66,3,-1,0,unknown,no
34,technician,married,secondary,0,351,yes,no,cellular,18,jul,467,1,-1,0,unknown,no
26,services,single,secondary,0,5533,yes,no,cellular,7,may,582,2,283,4,failure,no
32,services,married,secondary,0,38,yes,no,cellular,15,may,744,1,-1,0,unknown,yes
30,management,single,tertiary,1,35,no,no,cellular,30,jul,185,4,-1,0,unknown,no
27,technician,single,secondary,0,235,yes,no,cellular,12,may,13,5,-1,0,unknown,no
42,admin.,single,secondary,0,30,yes,no,cellular,4,feb,98,1,266,3,failure,no
33,blue-collar,single,primary,0,92,yes,no,unknown,9,may,127,1,-1,0,unknown,no
37,blue-collar,married,secondary,0,67,no,no,unknown,3,jun,45,2,-1,0,unknown,no
45,blue-collar,married,secondary,0,4022,yes,no,cellular,29,jan,244,3,-1,0,unknown,no
36,entrepreneur,married,tertiary,0,3057,no,no,unknown,16,jun,2769,4,-1,0,unknown,yes
39,management,single,tertiary,0,0,yes,no,cellular,12,may,561,4,369,3,failure,no
33,management,single,tertiary,0,349,no,no,cellular,22,aug,182,1,-1,0,unknown,no
47,services,married,secondary,0,2322,no,no,cellular,22,aug,618,1,-1,0,unknown,no
49,entrepreneur,married,secondary,0,167,yes,yes,unknown,6,may,198,3,-1,0,unknown,no
46,management,divorced,secondary,0,558,no,no,cellular,19,aug,126,6,-1,0,unknown,no
31,services,married,secondary,0,-230,yes,yes,cellular,16,jul,715,1,-1,0,unknown,no
43,unemployed,divorced,secondary,0,4094,yes,no,cellular,21,nov,63,1,-1,0,unknown,no
30,blue-collar,single,secondary,1,239,yes,no,unknown,21,may,412,1,-1,0,unknown,yes
43,management,divorced,tertiary,0,497,no,no,cellular,13,may,66,1,363,22,failure,no
42,blue-collar,married,secondary,0,179,yes,no,cellular,17,nov,96,1,-1,0,unknown,no
30,admin.,single,tertiary,0,305,no,no,cellular,30,apr,633,1,85,2,success,yes
33,management,single,tertiary,0,-67,yes,no,unknown,5,may,364,1,-1,0,unknown,no
41,admin.,married,secondary,0,4539,no,no,unknown,30,may,298,3,-1,0,unknown,no
29,blue-collar,single,secondary,0,770,yes,no,cellular,17,apr,341,1,-1,0,unknown,no
38,unemployed,married,secondary,0,-673,yes,no,unknown,26,may,364,1,-1,0,unknown,no
29,technician,married,tertiary,0,858,yes,no,cellular,12,jun,234,7,330,1,failure,no
80,housemaid,married,primary,0,0,no,no,cellular,23,feb,639,1,189,1,failure,yes
38,management,single,tertiary,0,5244,no,no,cellular,8,aug,310,4,-1,0,unknown,no
36,blue-collar,divorced,primary,0,117,yes,no,unknown,2,jun,123,4,-1,0,unknown,no
38,self-employed,married,tertiary,0,846,no,no,cellular,2,jun,253,1,-1,0,unknown,no
44,management,married,secondary,1,0,yes,no,cellular,11,jul,96,2,-1,0,unknown,no
31,management,married,tertiary,0,1331,no,no,cellular,30,apr,297,1,86,3,success,yes
31,services,single,secondary,0,31,yes,yes,unknown,26,may,501,2,-1,0,unknown,no
57,admin.,divorced,primary,0,179,yes,no,cellular,15,may,67,1,368,2,failure,no
37,blue-collar,married,primary,0,543,yes,no,unknown,21,may,281,1,-1,0,unknown,no
50,blue-collar,married,secondary,0,253,yes,yes,cellular,5,may,475,2,-1,0,unknown,no
60,retired,married,primary,0,71188,no,no,cellular,6,oct,205,1,-1,0,unknown,no
51,management,married,tertiary,0,5108,yes,no,cellular,8,oct,272,1,102,8,other,no
48,blue-collar,married,secondary,0,1738,yes,no,cellular,15,apr,349,1,-1,0,unknown,no
42,blue-collar,married,primary,0,-97,yes,no,cellular,3,feb,216,4,271,5,failure,no
36,blue-collar,married,secondary,0,199,yes,no,cellular,9,jul,183,1,-1,0,unknown,no
43,management,married,tertiary,0,489,yes,no,cellular,8,may,130,1,172,2,other,no
31,admin.,married,primary,0,355,yes,yes,unknown,4,jun,61,6,-1,0,unknown,no
49,technician,single,secondary,0,-97,yes,no,unknown,6,jun,92,2,-1,0,unknown,no
35,management,divorced,tertiary,0,473,no,yes,cellular,5,aug,37,2,-1,0,unknown,no
44,entrepreneur,married,secondary,0,6649,yes,no,cellular,19,nov,354,2,-1,0,unknown,no
34,self-employed,married,tertiary,0,263,no,no,cellular,4,may,203,1,78,8,other,no
46,blue-collar,married,secondary,0,781,no,no,unknown,13,may,152,1,-1,0,unknown,no
49,blue-collar,married,primary,0,1032,yes,no,unknown,2,jun,41,5,-1,0,unknown,no
32,blue-collar,married,secondary,0,119,no,no,cellular,4,may,20,5,-1,0,unknown,no
35,management,divorced,tertiary,0,434,yes,no,cellular,11,may,277,1,271,2,success,no
51,admin.,married,secondary,0,2967,no,no,unknown,17,jun,83,2,-1,0,unknown,no
57,retired,divorced,secondary,0,-331,yes,no,unknown,6,may,531,1,-1,0,unknown,no
59,management,married,tertiary,0,1585,no,no,telephone,28,aug,91,5,-1,0,unknown,no
40,services,divorced,unknown,0,4384,yes,no,unknown,5,may,315,1,-1,0,unknown,no
49,management,single,tertiary,0,588,no,no,cellular,28,aug,70,9,-1,0,unknown,no
51,management,married,secondary,0,3180,yes,no,cellular,9,jul,384,1,-1,0,unknown,no
35,admin.,married,secondary,1,0,no,yes,unknown,4,jul,105,3,-1,0,unknown,no
29,self-employed,married,secondary,0,-76,yes,no,unknown,27,may,305,2,-1,0,unknown,no
32,services,single,secondary,0,152,yes,no,cellular,25,may,158,2,-1,0,unknown,yes
37,housemaid,divorced,secondary,0,1040,yes,no,cellular,13,may,199,1,173,2,failure,no
49,unemployed,married,primary,0,-384,yes,no,unknown,27,may,25,1,-1,0,unknown,no
45,technician,married,unknown,0,473,yes,no,unknown,27,may,147,1,-1,0,unknown,no
34,technician,single,secondary,0,475,yes,no,cellular,29,jul,538,8,-1,0,unknown,no
53,technician,married,secondary,0,0,no,no,cellular,22,aug,77,9,-1,0,unknown,no
42,entrepreneur,married,primary,0,149,no,no,cellular,20,aug,94,2,-1,0,unknown,no
43,technician,married,secondary,0,3285,yes,no,unknown,13,may,1721,2,-1,0,unknown,yes
52,retired,married,secondary,0,424,no,no,cellular,19,nov,143,1,154,3,failure,no
34,blue-collar,single,secondary,0,79,no,yes,cellular,20,nov,104,1,-1,0,unknown,no
34,technician,divorced,tertiary,0,674,yes,no,cellular,7,aug,587,2,-1,0,unknown,yes
27,services,married,secondary,0,0,yes,no,cellular,22,jul,1608,13,-1,0,unknown,yes
43,unemployed,married,tertiary,0,58,yes,no,cellular,9,feb,48,4,-1,0,unknown,no
41,technician,married,tertiary,0,532,yes,no,cellular,9,jul,74,1,-1,0,unknown,no
72,retired,married,secondary,0,4130,no,no,cellular,12,nov,427,1,-1,0,unknown,no
35,blue-collar,married,primary,0,422,yes,no,cellular,14,may,73,1,-1,0,unknown,no
41,management,married,tertiary,0,437,yes,no,unknown,3,jun,14,21,-1,0,unknown,no
36,blue-collar,divorced,primary,0,-308,yes,no,cellular,12,may,725,1,-1,0,unknown,yes
51,housemaid,married,primary,0,30,yes,no,cellular,14,jul,333,2,-1,0,unknown,no
37,self-employed,married,tertiary,0,137,no,no,cellular,13,aug,244,6,-1,0,unknown,no
42,admin.,single,secondary,0,-247,yes,yes,telephone,21,oct,519,1,166,1,other,yes
26,admin.,single,secondary,0,321,yes,no,cellular,22,jul,242,7,-1,0,unknown,no
23,services,single,secondary,0,250,yes,no,cellular,18,may,222,1,-1,0,unknown,no
50,management,married,tertiary,0,-470,yes,no,cellular,19,nov,130,2,160,1,failure,no
37,blue-collar,married,secondary,0,140,yes,yes,cellular,7,may,490,1,-1,0,unknown,no
35,management,married,tertiary,0,2793,no,no,cellular,20,nov,258,2,-1,0,unknown,no
37,management,married,tertiary,0,410,no,no,cellular,29,jan,337,2,-1,0,unknown,no
79,retired,divorced,unknown,0,2628,no,no,telephone,8,jul,220,7,450,2,failure,no
39,technician,married,secondary,0,116,no,no,cellular,24,aug,79,2,94,2,success,no
47,services,married,secondary,0,0,yes,no,telephone,9,jul,250,1,-1,0,unknown,no
44,blue-collar,married,secondary,0,878,yes,no,cellular,2,jun,130,1,-1,0,unknown,no
36,management,single,tertiary,0,2944,no,no,cellular,18,aug,882,8,-1,0,unknown,yes
33,blue-collar,single,secondary,0,3975,yes,yes,cellular,17,apr,515,1,150,1,other,no
42,services,married,secondary,0,96,yes,no,cellular,5,may,238,3,340,2,failure,no
35,technician,single,tertiary,0,2288,no,no,telephone,28,may,32,2,-1,0,unknown,no
31,blue-collar,married,secondary,0,472,yes,no,unknown,13,may,907,2,-1,0,unknown,no
58,services,married,primary,0,65,no,no,unknown,27,jun,162,1,-1,0,unknown,no
46,management,married,tertiary,0,0,no,no,unknown,7,may,70,2,-1,0,unknown,no
41,admin.,single,secondary,0,400,yes,no,unknown,4,jun,99,6,-1,0,unknown,no
